Case number,Annual weight,Total expenditure,Gross normal weekly household income - anonymised,Main source of household income - code,Internet connection in household,Economic position of household reference person,NS - SEC 8 Class of household reference person,Tenure type,Sex of household reference person,Number of persons in household,Number of adults,Number of children,Government Office Region modified,Annual weight r,Main income,Income,Expenditure,Household size
10047,4.345581735470793,370.61,117.997,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,South West,0.8327900453174131,other source,117.997,370.61,1
10044,4.061225164385583,370.0401223645928,507.36,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,4 person,2 adults,Two or more children,Scotland,0.7782957713316309,other source,507.36,370.04013,4
10044,3.9017491867025624,469.1399381599013,684.1,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,1 adult,Two or more children,Yorkshire and the Humber,0.7477336936246072,earnings,684.1,469.13992,3
10042,3.7074414845529775,687.7939929277936,400.844,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Male,3 person,2 adults,One child,South East,0.7104964421059347,other source,400.844,687.794,3
10040,5.44436495173211,537.7815551168445,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,Eastern,1.0433615591368717,earnings,1184.99,537.78156,2
10039,4.470189539335368,563.5646547240173,457.65288461538466,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,East Midlands,0.8566699640358307,other source,457.6529,563.56464,2
10039,6.87583962464981,489.0775826638604,916.425,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,South West,1.317690275128842,earnings,916.425,489.07758,5
10038,5.342191044635755,908.6955387943635,1008.97,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,4 person,3 adults,One child,South West,1.0237808866514164,earnings,1008.97,908.69556,4
10035,9.519425270981776,475.1335256275469,486.32897435897434,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Female,2 person,2 adults,No children,Scotland,1.8243087083386245,earnings,486.32898,475.1335,2
10034,4.526141422830658,85.99692307692307,158.522,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North East,0.8673926185451903,other source,158.522,85.996925,1
10034,4.082840866635682,234.64973057744135,846.032,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.782438218247194,other source,846.032,234.64973,2
10033,8.786703962289804,399.1353600017168,437.63,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,3 person,3 adults,No children,Wales,1.6838895311109034,earnings,437.63,399.13535,3
10030,5.33012053512284,535.4583312435143,1170.6875,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,North West and Merseyside,1.0214676865377896,earnings,1170.6875,535.4583,4
10028,4.436548217604807,498.33656118450585,751.42,Earned income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,Wales,0.8502229197609872,earnings,751.42,498.33655,2
10026,7.779190063322103,796.6022435559436,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,Scotland,1.4908089272574507,earnings,1184.99,796.60223,3
10026,4.45525647251712,1097.3458864091936,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,Scotland,0.8538081816211112,earnings,1184.99,1097.346,3
10025,3.313437909252445,976.2235693087549,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,West Midlands,0.6349893465538118,earnings,1184.99,976.2236,2
10024,9.02368351717344,270.1433592763988,206.16,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,North West and Merseyside,1.7293044436046532,other source,206.16,270.14337,1
10019,6.1795970301573275,326.0477941503382,407.38,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,1 person,1 adult,No children,North West and Merseyside,1.184261901871817,earnings,407.38,326.0478,1
10014,4.909721556617282,191.8894394996272,188.83,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Public rented,Male,1 person,1 adult,No children,Wales,0.9409021591416957,other source,188.83,191.88943,1
10014,4.001692131973417,774.6277521487458,451.1965,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.7668868231680913,other source,451.1965,774.62775,2
10011,4.033052394029385,445.014504172705,459.1,Earned income,Yes,Full-time working,Routine and manual occupations,Public rented,Male,5 person or more,2 adults,Two or more children,Eastern,0.7728967237173272,earnings,459.1,445.0145,5
10002,4.602995250449705,889.1438670160034,230.79,Earned income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,South East,0.8821209349092017,earnings,230.79,889.14386,2
9997,3.54759748902537,272.2057984635419,262.224,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.6798638372253062,other source,262.224,272.2058,2
9996,7.90365443723794,982.9757931307705,1072.12,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North West and Merseyside,1.5146613589693452,earnings,1072.12,982.97577,2
9995,5.048349545991197,419.00942834193694,961.69,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.9674689151206756,other source,961.69,419.00943,2
9994,4.61536090145468,224.67786963084396,746.04,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,0.8844906961259232,earnings,746.04,224.67787,5
9990,5.537592062168238,423.41239073422304,680.38,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,Scotland,1.0612276618248477,earnings,680.38,423.41238,3
9988,3.094131432238085,219.32649048239148,261.94,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Female,3 person,2 adults,One child,East Midlands,0.5929613139338236,other source,261.94,219.32649,3
9988,4.342042291139692,124.47,332.684,Other income,Yes,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,2 adults,No children,South West,0.8321117439565536,other source,332.684,124.47,2
9986,6.109952207975895,259.4971053568341,344.494,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,1.1709151238910513,other source,344.494,259.4971,2
9981,4.470189539335368,161.60249658997907,474.2475,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,2 person,2 adults,No children,East Midlands,0.8566699640358307,earnings,474.2475,161.6025,2
9980,6.808398733690105,315.3657977199167,237.1,Other income,Yes,Full-time working,Intermediate occupations,Private rented,Male,5 person or more,3 adults,Two or more children,London,1.3047658599279632,other source,237.1,315.36578,5
9975,3.6611208403843527,990.8920207313123,897.1395,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.7016195244216004,other source,897.1395,990.892,2
9970,4.059490587216228,217.81325327111355,302.0345,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,South East,0.7779633558606059,other source,302.0345,217.81325,1
9966,4.011226411850817,1019.2383831355284,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.7687139786226438,earnings,1184.99,1019.2384,2
9958,3.7447725322847627,645.6415260441848,1126.475,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,South East,0.7176505878164011,earnings,1126.475,645.64154,2
9958,7.46309710351284,609.6225100195732,830.775,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Private rented,Male,1 person,1 adult,No children,South West,1.4302326715687397,earnings,830.775,609.6225,1
9958,4.48645333703399,828.5255416045862,983.74,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,South East,0.8597867685621184,earnings,983.74,828.5255,4
9956,4.638404188583093,577.3656659796453,648.72,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,5 person or more,2 adults,Two or more children,Yorkshire and the Humber,0.8889067263147684,earnings,648.72,577.36566,5
9943,5.492804902726562,388.2587104798289,1101.242,Other income,Yes,Full-time working,Intermediate occupations,Owned,Male,1 person,1 adult,No children,London,1.0526446221280854,other source,1101.242,388.2587,1
9943,5.99668748424321,887.6339361074471,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,Eastern,1.1492090002574136,earnings,1184.99,887.6339,3
9943,6.370687738202323,166.5487057264927,210.642,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Scotland,1.2208826465959493,other source,210.642,166.5487,1
9939,6.132359706005608,96.1837218579235,198.592,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Scotland,1.1752093110529902,other source,198.592,96.18372,1
9937,2.3191212893195425,122.28595537595665,431.344,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North East,0.4444378776411994,other source,431.344,122.28596,2
9933,7.287753906787075,301.37268085437296,599.4475,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,1.3966297899210585,other source,599.4475,301.37268,1
9930,3.7554375673345026,572.6129887167874,536.91,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Scotland,0.7196944419107535,earnings,536.91,572.613,2
9928,4.07492035009505,991.6936846177349,706.632,Other income,Yes,Economically inactive,Intermediate occupations,Owned,Male,2 person,2 adults,No children,South East,0.7809203254240146,other source,706.632,991.69366,2
9925,6.030378000317618,577.6035927,1059.4425,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,3 person,2 adults,One child,Northern Ireland,1.155665472167574,earnings,1059.4425,577.6036,3
9918,3.84382327570007,323.6798080877313,418.592,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,West Midlands,0.7366327352293115,other source,418.592,323.6798,1
9918,3.8837076069203227,277.0889684387712,279.5,Other income,Yes,Part-time working,Routine and manual occupations,Private rented,Female,2 person,1 adult,One child,North West and Merseyside,0.7442761938100694,other source,279.5,277.08896,2
